Metrik,Wert,Bewertung
Zykluszeit_Durchschnitt_min,20.655105069696976,Verbesserungsbedürftig
Zykluszeit_Konsistenz_CV,1.7119391266706883,Verbesserungsbedürftig
Zyklen_pro_Stunde,0.7659232102869358,Prüfen
Ruestzeit_Durchschnitt_min,17.096772941666664,Akzeptabel
Ruestvorgaenge_pro_Tag,1.3333525650407645,Gut
Tägliche_Ruestzeit_h,0.3799337675948464,Gut
